Entity,Type,Superclass(es),http://purl.obolibrary.org/obo/FOBI_00422,http://purl.obolibrary.org/obo/FOBI_00423,http://purl.obolibrary.org/obo/FOBI_00424,http://purl.obolibrary.org/obo/FOBI_00425,http://purl.obolibrary.org/obo/FOBI_040232,http://purl.obolibrary.org/obo/FOBI_040233,http://purl.obolibrary.org/obo/FOBI_040235,http://purl.obolibrary.org/obo/FOBI_040236,http://purl.obolibrary.org/obo/FOBI_040237,http://purl.obolibrary.org/obo/FOBI_040238,http://purl.obolibrary.org/obo/FOBI_043480,http://purl.obolibrary.org/obo/IAO_0000114,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.obolibrary.org/obo/IAO_0000118,http://purl.obolibrary.org/obo/IAO_0000119,http://purl.obolibrary.org/obo/IAO_0000412,http://www.geneontology.org/formats/oboInOwl#hasOBOFormatVersion,http://www.w3.org/2000/01/rdf-schema#label,
http://purl.obolibrary.org/obo/CHEBI_26456,Class,http://purl.obolibrary.org/obo/CHEBI_38260	http://purl.obolibrary.org/obo/CHEBI_22315,,,,,,,,,,,,,,,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'pyrrolidine alkaloid'",
http://purl.obolibrary.org/obo/CHEBI_26469,Class,http://purl.obolibrary.org/obo/CHEBI_35352,,,,,,,,,,,,,"'A nitrogen molecular entity that is electronically neutral but which contains a quaternary nitrogen.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'quaternary nitrogen compound'",
http://purl.obolibrary.org/obo/CHEBI_26493,Class,http://purl.obolibrary.org/obo/CHEBI_36123,,,,,,,,,,,,,"'A cyclitol carboxylic acid.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'quinic acid'",
http://purl.obolibrary.org/obo/CHEBI_26605,Class,http://purl.obolibrary.org/obo/CHEBI_24400,,,,,,,,,,,,,"'A glycoside that is a compound containing one or more hydrophilic glycoside moieties combined with a lipophilic triterpenoid or steroid derivative. Found in particular abundance in plant species.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'saponin'",
http://purl.obolibrary.org/obo/CHEBI_26607,Class,http://purl.obolibrary.org/obo/CHEBI_35366,,,,,,,,,,,,,"'Any fatty acid containing no carbon to carbon multiple bonds. Known to produce adverse biological effects when ingested to excess.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'saturated fatty acid'",
http://purl.obolibrary.org/obo/CHEBI_26776,Class,http://purl.obolibrary.org/obo/CHEBI_33659	http://purl.obolibrary.org/obo/CHEBI_78840,,,,,,,,,,,,,"'Any olefinic compound characterised by a 1,2-diphenylethylene backbone.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'stilbenoid'",
http://purl.obolibrary.org/obo/CHEBI_26819,Class,http://purl.obolibrary.org/obo/CHEBI_35701	http://purl.obolibrary.org/obo/CHEBI_37826,,,,,,,,,,,,,"'An ester of an alcohol and sulfuric acid.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'sulfuric ester'",
http://purl.obolibrary.org/obo/CHEBI_26820,Class,http://purl.obolibrary.org/obo/CHEBI_37826,,,,,,,,,,,,,"'Salts and esters of sulfuric acid'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'sulfates'",
http://purl.obolibrary.org/obo/CHEBI_26822,Class,http://purl.obolibrary.org/obo/CHEBI_26835,,,,,,,,,,,,,"'Any sulfur molecular entity that involves either covalently bonded or anionic sulfur.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'sulfide'",
http://purl.obolibrary.org/obo/CHEBI_26834,Class,http://purl.obolibrary.org/obo/CHEBI_33709	http://purl.obolibrary.org/obo/CHEBI_33576,,,,,,,,,,,,,,,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'sulfur-containing amino acid'",
http://purl.obolibrary.org/obo/CHEBI_26835,Class,http://purl.obolibrary.org/obo/CHEBI_33304,,,,,,,,,,,,,,,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'sulfur molecular entity'",
http://purl.obolibrary.org/obo/CHEBI_26848,Class,http://purl.obolibrary.org/obo/CHEBI_26195,,,,,,,,,,,,,"'Any of a group of astringent polyphenolic vegetable principles or compounds, chiefly complex glucosides of catechol and pyrogallol.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'tannin'",
http://purl.obolibrary.org/obo/CHEBI_26849,Class,http://purl.obolibrary.org/obo/CHEBI_15674,,,,,,,,,,,,,,,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'tartaric acid'",
http://purl.obolibrary.org/obo/CHEBI_26873,Class,http://purl.obolibrary.org/obo/CHEBI_24913,,,,,,,,,,,,,"'Any isoprenoid that is a natural product or related compound formally derived from isoprene units. Terpenoids may contain oxygen in various functional groups. This class is subdivided according to the number of carbon atoms in the parent terpene. The skeleton of terpenoids may differ from strict additivity of isoprene units by the loss or shift of a fragment, generally a methyl group.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'terpenoid'",
http://purl.obolibrary.org/obo/CHEBI_26932,Class,http://purl.obolibrary.org/obo/CHEBI_33833	http://purl.obolibrary.org/obo/CHEBI_38077,,,,,,,,,,,,,"'A natural pigment containing four pyrrole rings joined by one-carbon units linking position 2 of one pyrrole ring to position 5 of the next.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'tetrapyrrole'",
http://purl.obolibrary.org/obo/CHEBI_26933,Class,http://purl.obolibrary.org/obo/CHEBI_66873	http://purl.obolibrary.org/obo/CHEBI_22290,,,,,,,,,,,,,,,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'tetraric acid'",
http://purl.obolibrary.org/obo/CHEBI_26935,Class,http://purl.obolibrary.org/obo/CHEBI_26873,,,,,,,,,,,,,"'Any terpenoid derived from a tetraterpene. The term includes compounds in which the C40 skeleton of the parent tetraterpene has been rearranged or modified by the removal of one or more skeletal atoms (generally methyl groups).'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'tetraterpenoid'",
http://purl.obolibrary.org/obo/CHEBI_26979,Class,http://purl.obolibrary.org/obo/CHEBI_36688	http://purl.obolibrary.org/obo/CHEBI_38166	http://purl.obolibrary.org/obo/CHEBI_51959,,,,,,,,,,,,,"'An organic tricyclic compound in which at least one of the rings of the tricyclic skeleton contains one or more heteroatoms.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'organic heterotricyclic compound'",
http://purl.obolibrary.org/obo/CHEBI_27024,Class,http://purl.obolibrary.org/obo/CHEBI_22712,,,,,,,,,,,,,"'Any member of the class of benzenes that is a substituted benzene in which the substituents include one (and only one) methyl group.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'toluenes'",
http://purl.obolibrary.org/obo/CHEBI_27093,Class,http://purl.obolibrary.org/obo/CHEBI_33575,,,,,,,,,,,,,"'An oxoacid containing three carboxy groups.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'tricarboxylic acid'",
http://purl.obolibrary.org/obo/CHEBI_27115,Class,http://purl.obolibrary.org/obo/CHEBI_24676,,,,,,,,,,,,,,,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'trihydroxybenzoic acid'",
http://purl.obolibrary.org/obo/CHEBI_27116,Class,http://purl.obolibrary.org/obo/CHEBI_24698,,,,,,,,,,,,,"'Any  hydroxyflavone carrying three hydroxy groups at unspecified positions.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'trihydroxyflavone'",
http://purl.obolibrary.org/obo/CHEBI_27134,Class,http://purl.obolibrary.org/obo/CHEBI_25348,,,,,,,,,,,,,,,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'trimethylxanthine'",
http://purl.obolibrary.org/obo/CHEBI_27136,Class,http://purl.obolibrary.org/obo/CHEBI_26191,,,,,,,,,,,,,"'A chemical compound containing three hydroxy groups.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'triol'",
http://purl.obolibrary.org/obo/CHEBI_27171,Class,http://purl.obolibrary.org/obo/CHEBI_33672	http://purl.obolibrary.org/obo/CHEBI_38166,,,,,,,,,,,,,,,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'organic heterobicyclic compound'",
http://purl.obolibrary.org/obo/CHEBI_27208,Class,http://purl.obolibrary.org/obo/CHEBI_35366,,,,,,,,,,,,,"'Any fatty acid containing at least one C=C or C#C bond.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'unsaturated fatty acid'",
http://purl.obolibrary.org/obo/CHEBI_27325,Class,http://purl.obolibrary.org/obo/CHEBI_23044,,,,,,,,,,,,,"'A subclass of carotenoids consisting of the oxygenated carotenes.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'xanthophyll'",
http://purl.obolibrary.org/obo/CHEBI_27369,Class,http://purl.obolibrary.org/obo/CHEBI_51151,,,,,,,,,,,,,"'A neutral compound having formal unit electrical charges of opposite sign on non-adjacent atoms. Sometimes referred to as inner salts, dipolar ions (a misnomer).'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'zwitterion'",
http://purl.obolibrary.org/obo/CHEBI_27432,Class,http://purl.obolibrary.org/obo/FOBI_040077	http://purl.obolibrary.org/obo/CHEBI_25048	http://purl.obolibrary.org/obo/CHEBI_25681,"''nut (whole or part)''",,,,"'4444437'","'HMDB01388'","'C06427'","'5280934'","'DTOSIQBPPRVQHS-PDBXOOCHSA-N'","'InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-'","'FOBI:030740'",,"'A linolenic acid with cis-double bonds at positions 9, 12 and 15. Shown to have an antithrombotic effect.'","'α-linolenic acid'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'alpha-linolenic acid'",
http://purl.obolibrary.org/obo/CHEBI_27480,Class,http://purl.obolibrary.org/obo/CHEBI_16180	http://purl.obolibrary.org/obo/CHEBI_29347	http://purl.obolibrary.org/obo/CHEBI_25384	http://purl.obolibrary.org/obo/FOBI_040203,"''Whole grain cereal products''	''meat food product''	''dairy food product''	''legume food product''	''egg food product''	''soybean (whole)''	''nut (whole or part)''",,,,"'61452'","'HMDB00821'","'C05598'","'68144'","'UTYVDVLMYQPLQB-UHFFFAOYSA-N'","'InChI=1S/C10H11NO3/c12-9(11-7-10(13)14)6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,11,12)(H,13,14)'","'FOBI:030695'",,"'A N-acylglycine that is glycine substituted on nitrogen with a phenylacetyl group.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'phenylacetylglycine'",
http://purl.obolibrary.org/obo/CHEBI_27532,Class,http://purl.obolibrary.org/obo/CHEBI_47910	http://purl.obolibrary.org/obo/CHEBI_16385,,,,,,,,,,,,,"'Any L-cysteine derivative obtained by conversion of the thiol group into a sulfide.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'L-cysteine thioether'",
http://purl.obolibrary.org/obo/CHEBI_27547,Class,http://purl.obolibrary.org/obo/CHEBI_23045	http://purl.obolibrary.org/obo/FOBI_040181,"''vegetable food product''	''plant fruit food product''",,,,"'4444421'","'HMDB02789'","'C06098'","'5280899'","'JKQXZKUSFCKOGQ-QAYBQHTQSA-N'","'InChI=1S/C40H56O2/c1-29(17-13-19-31(3)21-23-37-33(5)25-35(41)27-39(37,7)8)15-11-12-16-30(2)18-14-20-32(4)22-24-38-34(6)26-36(42)28-40(38,9)10/h11-24,35-36,41-42H,25-28H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+/t35-,36-/m1/s1'","'FOBI:030750'",,,,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'zeaxanthin'",
http://purl.obolibrary.org/obo/CHEBI_27596,Class,http://purl.obolibrary.org/obo/CHEBI_84076	http://purl.obolibrary.org/obo/CHEBI_83822	http://purl.obolibrary.org/obo/FOBI_040201,"'fish'	''Lean meat''",,,,"'58494'","'HMDB00479'","'C01152'","'64969 | 6971061'","'JDHILDINMRGULE-LURJTMIESA-N'","'InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1'","'FOBI:030690'",,"'A L-histidine derivative that is L-histidine substituted by a methyl group at position 3 on the imidazole ring.'","'3-methylhistidine'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'N(pros)-methyl-L-histidine'",
http://purl.obolibrary.org/obo/CHEBI_27732,Class,http://purl.obolibrary.org/obo/CHEBI_27134	http://purl.obolibrary.org/obo/FOBI_040127	http://purl.obolibrary.org/obo/CHEBI_26385,"''tea based beverage product''	''cacao food product''	''coffee based beverage product''",,,,,"'HMDB01847'","'C07481 | D00528'","'2519'","'RYYVLZVUVIJVGH-UHFFFAOYSA-N'","'InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3'","'FOBI:030658'",,"'A trimethylxanthine in which the three methyl groups are located at positions 1, 3, and 7. A purine alkaloid that occurs naturally in tea and coffee.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'caffeine'",
http://purl.obolibrary.org/obo/CHEBI_27741,Class,http://purl.obolibrary.org/obo/CHEBI_24698,,,,,,,,,,,,,"'Any hydroxyflavone with a hydroxy substituent at position 3'.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'3'-hydroxyflavonoid'",
http://purl.obolibrary.org/obo/CHEBI_27794,Class,http://purl.obolibrary.org/obo/FOBI_040149	http://purl.obolibrary.org/obo/CHEBI_24031,"''coffee based beverage product''	''tea based beverage product''	''cacao food product''	''legume food product''	''vegetable food product''	''Whole grain cereal products''	''olive oil''	''plant fruit food product''	''red wine''	''nut (whole or part)''",,,,"'643318'","'HMDB00955'","'C10470'","'736186'","'QURCVMIEKCOAJU-HWKANZROSA-N'","'InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+'","'FOBI:030407'",,"'A ferulic acid consisting of trans-cinnamic acid bearing methoxy and hydroxy substituents at positions 4 and 3 respectively on the phenyl ring.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'isoferulic acid'",
http://purl.obolibrary.org/obo/CHEBI_27823,Class,http://purl.obolibrary.org/obo/FOBI_040135	http://purl.obolibrary.org/obo/CHEBI_24803,"''dairy food product''	''meat food product''	''legume food product''	''egg food product''	''soybean (whole)''	''nut (whole or part)''	''Whole grain cereal products''",,,,,"'HMDB00763'","'C05635'","'1826'","'DUUGKQCEGZLZNO-UHFFFAOYSA-N'","'InChI=1S/C10H9NO3/c12-7-1-2-9-8(4-7)6(5-11-9)3-10(13)14/h1-2,4-5,11-12H,3H2,(H,13,14)'","'FOBI:030705'",,"'A member of the class of indole-3-acetic acids that is  indole-3-acetic acid substituted by a hydroxy group at C-5.'","'5-hydroxyindole-3-acetic acid'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'(5-hydroxyindol-3-yl)acetic acid'",
http://purl.obolibrary.org/obo/CHEBI_27881,Class,http://purl.obolibrary.org/obo/CHEBI_33572	http://purl.obolibrary.org/obo/CHEBI_36027	http://purl.obolibrary.org/obo/FOBI_040028	http://purl.obolibrary.org/obo/CHEBI_26195,"''grape (whole, raw)''	''red wine''",,,,"'392875'","'HMDB03747'","'C03582'","'445154'","'LUKBXSAWLPMMSZ-OWOJBTEDSA-N'","'InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H/b2-1+'","'FOBI:030590'",,"'A stilbenol that is stilbene in which the phenyl groups are substituted at positions 3, 5, and 4' by hydroxy groups.'","'trans-resveratrol'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'resveratrol'",
http://purl.obolibrary.org/obo/CHEBI_27897,Class,http://purl.obolibrary.org/obo/CHEBI_38631	http://purl.obolibrary.org/obo/CHEBI_26167	http://purl.obolibrary.org/obo/CHEBI_33856	http://purl.obolibrary.org/obo/CHEBI_33704,,,,,,,,,,,,,"'An alpha-amino acid that is alanine bearing an indol-3-yl substituent at position 3.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'tryptophan'",
http://purl.obolibrary.org/obo/CHEBI_27997,Class,http://purl.obolibrary.org/obo/FOBI_040145	http://purl.obolibrary.org/obo/CHEBI_36021,"''Red meat''	''dairy food product''",,,,"'14881358 | 553123'",,"'C01712'","'637517'","'ZQPPMHVWECSIRJ-MDZDMXLPSA-N'","'InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9+'","'FOBI:08824'",,"'A 9-octadecenoic acid and the trans-isomer of oleic acid.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'elaidic acid'",
http://purl.obolibrary.org/obo/CHEBI_28044,Class,http://purl.obolibrary.org/obo/CHEBI_33856	http://purl.obolibrary.org/obo/CHEBI_33704,,,,,,,,,,,,,"'An aromatic amino acid that is alanine in which one of the methyl hydrogens is substituted by a phenyl group.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'phenylalanine'",
http://purl.obolibrary.org/obo/CHEBI_28088,Class,http://purl.obolibrary.org/obo/FOBI_040130	http://purl.obolibrary.org/obo/CHEBI_55465,"''legume food product''	''soybean (whole)''",,,,"'4444448'","'HMDB03217'","'C06563'","'5280961'","'TZBJGXHYKVUXJN-UHFFFAOYSA-N'","'InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H'","'FOBI:030537'",,"'7-Hydroxyisoflavone with additional hydroxy groups at positions 5 and 4'. It is a phytoestrogenic isoflavone with antioxidant properties.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'genistein'",
http://purl.obolibrary.org/obo/CHEBI_28125,Class,http://purl.obolibrary.org/obo/FOBI_040152	http://purl.obolibrary.org/obo/CHEBI_36005	http://purl.obolibrary.org/obo/CHEBI_25681,"'fish'",,,,,"'HMDB02183'","'C06429'","'445580'","'MBMBGCFOFBJSGT-KUBAVDMBSA-N'","'InChI=1S/C22H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10,12-13,15-16,18-19H,2,5,8,11,14,17,20-21H2,1H3,(H,23,24)/b4-3-,7-6-,10-9-,13-12-,16-15-,19-18-'","'FOBI:030743'",,"'A docosahexaenoic acid having six cis-double bonds at positions 4, 7, 10, 13, 16 and 19.'","'docosahexaenoic acid'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'all-cis-docosa-4,7,10,13,16,19-hexaenoic acid'",
http://purl.obolibrary.org/obo/CHEBI_28177,Class,http://purl.obolibrary.org/obo/CHEBI_23818	http://purl.obolibrary.org/obo/FOBI_040127,"''tea based beverage product''	''cacao food product''	''coffee based beverage product''",,,,,"'HMDB01889'","'C07130 | D00371'","'2153'","'ZFXYFBGIUFBOJW-UHFFFAOYSA-N'","'InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)'","'FOBI:030656'",,"'A dimethylxanthine having the two methyl groups located at positions 1 and 3. It is structurally similar to caffeine and is found in green and black tea.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'theophylline'",
http://purl.obolibrary.org/obo/CHEBI_28197,Class,http://purl.obolibrary.org/obo/FOBI_040130	http://purl.obolibrary.org/obo/CHEBI_55465,"''soybean (whole)''	''legume food product''",,,,"'4445025'","'HMDB03312'","'C10208'","'5281708'","'ZQSIJRDFPHDXIC-UHFFFAOYSA-N'","'InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-8,16-17H'","'FOBI:030530'",,"'A member of the class of 7-hydroxyisoflavones that is 7-hydroxyisoflavone substituted by an additional hydroxy group at position 4'.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'daidzein'",
http://purl.obolibrary.org/obo/CHEBI_28364,Class,http://purl.obolibrary.org/obo/CHEBI_36006	http://purl.obolibrary.org/obo/CHEBI_25681	http://purl.obolibrary.org/obo/FOBI_040145,"'fish'",,,,,"'HMDB01999'","'C06428 | D08061'","'446284'","'JAZBEHYOTPTENJ-JLNKQSITSA-N'","'InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-,13-12-,16-15-'","'FOBI:030742'",,"'An icosapentaenoic acid having five cis-double bonds at positions 5, 8, 11, 14 and 17.'","'eicosapentaenoic acid'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'all-cis-5,8,11,14,17-icosapentaenoic acid'",
http://purl.obolibrary.org/obo/CHEBI_28374,Class,http://purl.obolibrary.org/obo/CHEBI_1722	http://purl.obolibrary.org/obo/CHEBI_51914	http://purl.obolibrary.org/obo/CHEBI_38516	http://purl.obolibrary.org/obo/CHEBI_22315	http://purl.obolibrary.org/obo/FOBI_040147,"''potato (whole, raw)''",,,,"'59150'","'HMDB03236'","'C06543'","'65727'","'JVKYZPBMZPJNAJ-OQFNDJACSA-N'","'InChI=1S/C27H43NO/c1-16-5-8-23-17(2)25-24(28(23)15-16)14-22-20-7-6-18-13-19(29)9-11-26(18,3)21(20)10-12-27(22,25)4/h6,16-17,19-25,29H,5,7-15H2,1-4H3/t16-,17+,19-,20+,21-,22-,23+,24-,25-,26-,27-/m0/s1'","'FOBI:030716'",,,,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'solanidine'",
http://purl.obolibrary.org/obo/CHEBI_28425,Class,http://purl.obolibrary.org/obo/CHEBI_139120	http://purl.obolibrary.org/obo/CHEBI_35163,,,,,,,,,,,,,"'A cyclic carotene with a beta- and an epsilon-ring at opposite ends respectively.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'alpha-carotene'",
http://purl.obolibrary.org/obo/CHEBI_28478,Class,http://purl.obolibrary.org/obo/FOBI_040128	http://purl.obolibrary.org/obo/CHEBI_33853	http://purl.obolibrary.org/obo/CHEBI_35868,"''Whole grain cereal products''	''coffee based beverage product''	''olive oil''	''legume food product''	''plant fruit food product''	''nut (whole or part)''	''red wine''	''tea based beverage product''	''cacao food product''	''vegetable food product''",,,,"'14600741'","'HMDB00669'","'C05852'","'11970'","'CCVYRRGZDBSHFU-UHFFFAOYSA-N'","'InChI=1S/C8H8O3/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4,9H,5H2,(H,10,11)'","'FOBI:030368'",,"'A hydroxy monocarboxylic acid that is acetic acid in which one of the methyl hydrogens is substituted by a 2-hydroxyphenyl group. It is a metabolite of phenylalanine and is excreted in the urine of patients suffering from diseases like phenylketonuria.'","'2-hydroxyphenylacetic acid'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'(2-hydroxyphenyl)acetic acid'",
http://purl.obolibrary.org/obo/CHEBI_28499,Class,http://purl.obolibrary.org/obo/FOBI_040144	http://purl.obolibrary.org/obo/CHEBI_38684	http://purl.obolibrary.org/obo/CHEBI_28802	http://purl.obolibrary.org/obo/CHEBI_52267,"''Whole grain cereal products''	''cacao food product''	''tea based beverage product''	''olive oil''	''coffee based beverage product''	''vegetable food product''	''nut (whole or part)''	''red wine''	''plant fruit food product''	''legume food product''",,,,"'4444395'","'HMDB05801'","'C05903'","'5280863'","'IYRMWMYZSQPJKC-UHFFFAOYSA-N'","'InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H'","'FOBI:030565'",,"'A tetrahydroxyflavone in which the four hydroxy groups are located at positions 3, 5, 7 and 4'. Acting as an antioxidant by reducing oxidative stress, it is currently under consideration as a possible cancer treatment.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'kaempferol'",
http://purl.obolibrary.org/obo/CHEBI_28591,Class,http://purl.obolibrary.org/obo/CHEBI_134251	http://purl.obolibrary.org/obo/FOBI_040081,"''coffee based beverage product''	''vegetable food product''	''legume food product''	''plant fruit food product''	''nut (whole or part)''	''red wine''	''tea based beverage product''	''olive oil''	''cacao food product''	''Whole grain cereal products''",,,,"'10658433 | 11337764 | 13834869 | 14859414 | 447'","'HMDB01398'","'C01502 | C15572 | D00117'","'460'","'LHGVFZTZFXWLCP-UHFFFAOYSA-N'","'InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3'","'FOBI:030452'",,"'A  monomethoxybenzene that consists of phenol with a methoxy substituent at the ortho position.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'guaiacol'",
http://purl.obolibrary.org/obo/CHEBI_28647,Class,http://purl.obolibrary.org/obo/FOBI_040182	http://purl.obolibrary.org/obo/CHEBI_33566	http://purl.obolibrary.org/obo/CHEBI_22723,"''red wine''	''coffee based beverage product''	''olive oil''	''cacao food product''	''tea based beverage product''	''Whole grain cereal products''	''legume food product''	''plant fruit food product''	''nut (whole or part)''	''vegetable food product''",,,,,,"'C05616'","'19829'","'KWCCUYSXAYTNKA-UHFFFAOYSA-N'","'InChI=1S/C8H8O5/c1-13-6-3-4(8(11)12)2-5(9)7(6)10/h2-3,9-10H,1H3,(H,11,12)'","'FOBI:030358'",,"'A member of the class of benzoic acids that is gallic acid in which the phenolic hydroxy group at position 3 is converted to the corresponding methyl ether.'","'3-methylgallic acid'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'3-O-methylgallic acid'",
http://purl.obolibrary.org/obo/CHEBI_28757,Class,http://purl.obolibrary.org/obo/CHEBI_24973	http://purl.obolibrary.org/obo/FOBI_040173,"'sugar'	''plant fruit food product''	''soft drink''",,,,"'388775'","'HMDB00660'","'C02336'","'439709'","'RFSUNEUAIZKAJO-ARQDHWQXSA-N'","'InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m1/s1'","'FOBI:030759'",,"'A ketohexose that is an isomer of glucose.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'fructose'",
http://purl.obolibrary.org/obo/CHEBI_28802,Class,http://purl.obolibrary.org/obo/CHEBI_24698,,,,,,,,,,,,,"'Any hydroxyflavone in which is the ring hydrogen at position 3 of the heterocyclic ring is replaced by a hydroxy group.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'flavonols'",
http://purl.obolibrary.org/obo/CHEBI_28829,Class,http://purl.obolibrary.org/obo/CHEBI_48975	http://purl.obolibrary.org/obo/CHEBI_33853,,,,,,,,,,,,,"'A substituted aniline carrying a hydroxy substituent.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'aminophenol'",
http://purl.obolibrary.org/obo/CHEBI_28863,Class,http://purl.obolibrary.org/obo/CHEBI_38672	http://purl.obolibrary.org/obo/CHEBI_3992,,,,,,,,,,,,,"'Members of the class of flavans with a 3,4-dihydro-2-aryl-2H-1-benzopyran-4-one skeleton and its substituted derivatives.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'flavanones'",
