Entity,Type,Superclass(es),http://purl.obolibrary.org/obo/FOBI_00422,http://purl.obolibrary.org/obo/FOBI_00423,http://purl.obolibrary.org/obo/FOBI_00424,http://purl.obolibrary.org/obo/FOBI_00425,http://purl.obolibrary.org/obo/FOBI_040232,http://purl.obolibrary.org/obo/FOBI_040233,http://purl.obolibrary.org/obo/FOBI_040235,http://purl.obolibrary.org/obo/FOBI_040236,http://purl.obolibrary.org/obo/FOBI_040237,http://purl.obolibrary.org/obo/FOBI_040238,http://purl.obolibrary.org/obo/FOBI_043480,http://purl.obolibrary.org/obo/IAO_0000114,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.obolibrary.org/obo/IAO_0000118,http://purl.obolibrary.org/obo/IAO_0000119,http://purl.obolibrary.org/obo/IAO_0000412,http://www.geneontology.org/formats/oboInOwl#hasOBOFormatVersion,http://www.w3.org/2000/01/rdf-schema#label,
http://purl.obolibrary.org/obo/CHEBI_10219,Class,http://purl.obolibrary.org/obo/CHEBI_61655	http://purl.obolibrary.org/obo/FOBI_040161,"''potato (whole, raw)''",,,,"'391274'",,"'C10796'","'442971'","'TYNQWWGVEGFKRU-AJDPQWBVSA-N'","'InChI=1S/C45H73NO14/c1-19-7-10-28-20(2)31-29(46(28)17-19)16-27-25-9-8-23-15-24(11-13-44(23,5)26(25)12-14-45(27,31)6)57-43-40(60-42-37(53)35(51)33(49)22(4)56-42)38(54)39(30(18-47)58-43)59-41-36(52)34(50)32(48)21(3)55-41/h8,19-22,24-43,47-54H,7,9-18H2,1-6H3/t19-,20+,21-,22-,24-,25+,26-,27-,28+,29-,30+,31-,32-,33-,34+,35+,36+,37+,38-,39+,40+,41-,42-,43+,44-,45-/m0/s1'","'FOBI:030714'",,,"'α-chaconine'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'alpha-Chaconine'",
http://purl.obolibrary.org/obo/CHEBI_10362,Class,http://purl.obolibrary.org/obo/CHEBI_23045	http://purl.obolibrary.org/obo/FOBI_040181,"''vegetable food product''	''plant fruit food product''",,,,"'4444647'",,"'C08591'","'5281235'","'DMASLKHVQRHNES-FKKUPVFPSA-N'","'InChI=1S/C40H56O/c1-30(18-13-20-32(3)23-25-37-34(5)22-15-27-39(37,7)8)16-11-12-17-31(2)19-14-21-33(4)24-26-38-35(6)28-36(41)29-40(38,9)10/h11-14,16-21,23-26,36,41H,15,22,27-29H2,1-10H3/b12-11+,18-13+,19-14+,25-23+,26-24+,30-16+,31-17+,32-20+,33-21+/t36-/m1/s1'","'FOBI:030754'",,"'A carotenol that exhibits antioxidant activity. It has been isolated from fruits such as papaya and oranges.'","'β-cryptoxanthin'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'beta-cryptoxanthin'",
http://purl.obolibrary.org/obo/CHEBI_11060,Class,http://purl.obolibrary.org/obo/FOBI_040153	http://purl.obolibrary.org/obo/CHEBI_17126,"''Lean meat''	''Red meat''",,,,"'2006614'","'HMDB00062'","'C15025'","'2724480'","'PHIQHXFUZVPYII-LURJTMIESA-N'","'InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m0/s1'","'FOBI:030706'",,"'The (S)-enantiomer of carnitine.'","'l-carnitine'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'(S)-carnitine'",
http://purl.obolibrary.org/obo/CHEBI_131927,Class,http://purl.obolibrary.org/obo/CHEBI_36586,,,,,,,,,,,,,"'A class of carbonyl compound encompassing dicarboxylic acids and any derivatives obtained by substitution of either one or both of the carboxy hydrogens.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'dicarboxylic acids and O-substituted derivatives'",
http://purl.obolibrary.org/obo/CHEBI_132502,Class,http://purl.obolibrary.org/obo/CHEBI_73155,,,,,,,,,,,,,"'Any trienoic fatty acid containing 18 carbons.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'fatty acid 18:3'",
http://purl.obolibrary.org/obo/CHEBI_132540,Class,http://purl.obolibrary.org/obo/CHEBI_35366	http://purl.obolibrary.org/obo/CHEBI_26208,,,,,,,,,,,,,"'Any polyunsaturated fatty acid containing 20 carbons and 5 double bonds.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'fatty acid 20:5'",
http://purl.obolibrary.org/obo/CHEBI_132544,Class,http://purl.obolibrary.org/obo/CHEBI_35366	http://purl.obolibrary.org/obo/CHEBI_26208,,,,,,,,,,,,,"'Any polyunsaturated fatty acid containing 22 carbons and 6 double bonds.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'fatty acid 22:6'",
http://purl.obolibrary.org/obo/CHEBI_133445,Class,http://purl.obolibrary.org/obo/CHEBI_75659,,,,,,,,,,,,,"'An O-acylcarnitine in which the R is a saturated fatty acyl chain.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'saturated fatty acyl-L-carnitine'",
http://purl.obolibrary.org/obo/CHEBI_133959,Class,http://purl.obolibrary.org/obo/CHEBI_38756,,,,,,,,,,,,,"'Any methoxyisoflavone which has a methoxy group at the 4-position of the phenyl substituent.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'4'-methoxyisoflavones'",
http://purl.obolibrary.org/obo/CHEBI_134251,Class,http://purl.obolibrary.org/obo/CHEBI_25235	http://purl.obolibrary.org/obo/CHEBI_33853,,,,,,,,,,,,,"'Any phenol carrying an additional methoxy substituent at the ortho-position.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'guaiacols'",
http://purl.obolibrary.org/obo/CHEBI_134363,Class,http://purl.obolibrary.org/obo/CHEBI_35580,,,,,,,,,,,,,"'An N-oxide where there are three organic groups bonded to the nitrogen atom.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'tertiary amine oxide'",
http://purl.obolibrary.org/obo/CHEBI_139120,Class,http://purl.obolibrary.org/obo/CHEBI_23044,,,,,,,,,,,,,"'Any carotenoid derivative with an beta-end group'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'carotenoid beta-end group'",
http://purl.obolibrary.org/obo/CHEBI_140325,Class,http://purl.obolibrary.org/obo/CHEBI_37622,,,,,,,,,,,,,"'A carboxamide resulting from the formal condensation of a carboxylic acid with a primary amine; formula RC(=O)NHR(1).'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'secondary carboxamide'",
http://purl.obolibrary.org/obo/CHEBI_140331,Class,http://purl.obolibrary.org/obo/CHEBI_24697,,,,,,,,,,,,,"'Any hydroxyflavanone having a hydroxy substituent located at position 4'.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'4'-hydroxyflavanones'",
http://purl.obolibrary.org/obo/CHEBI_140377,Class,http://purl.obolibrary.org/obo/CHEBI_28863,,,,,,,,,,,,,"'Any flavanone in which the chiral centre at position 2 has S-configuration.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'(2S)-flavan-4-one'",
http://purl.obolibrary.org/obo/CHEBI_140785,Class,http://purl.obolibrary.org/obo/CHEBI_23333,,,,,,,,,,,,,,,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'alkylcob(III)alamin'",
http://purl.obolibrary.org/obo/CHEBI_1427,Class,http://purl.obolibrary.org/obo/FOBI_040023	http://purl.obolibrary.org/obo/CHEBI_25384,"''cacao food product''	''tea based beverage product''	''coffee based beverage product''	''olive oil''	''plant fruit food product''	''legume food product''	''nut (whole or part)''	''red wine''	''vegetable food product''	''Whole grain cereal products''",,,,"'89'","'HMDB00375'","'C11457'","'91'","'QVWAEZJXDYOKEH-UHFFFAOYSA-N'","'InChI=1S/C9H10O3/c10-8-3-1-2-7(6-8)4-5-9(11)12/h1-3,6,10H,4-5H2,(H,11,12)'","'FOBI:030415'",,"'A monocarboxylic acid that is propionic acid carrying a 3-hydroxyphenyl substituent at C-3.'","'3-(3-hydroxyphenyl)propionic acid'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'3-(3-hydroxyphenyl)propanoic acid'",
http://purl.obolibrary.org/obo/CHEBI_15341,Class,http://purl.obolibrary.org/obo/CHEBI_24302,,,,,,,,,,,,,"'A glucosiduronic acid resulting from the formal condensation of any substance with beta-D-glucuronic acid to form a glycosidic bond.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'beta-D-glucosiduronic acid'",
http://purl.obolibrary.org/obo/CHEBI_15600,Class,http://purl.obolibrary.org/obo/FOBI_040174	http://purl.obolibrary.org/obo/CHEBI_23053,"''apple (whole)''	''nut (whole or part)''	''red wine''	''berry (whole, raw)''	''cacao food product''	''tea based beverage product''",,,,,"'HMDB02780'","'C06562'","'9064'","'PFTAWBLQPZVEMU-DZGCQCFKSA-N'","'InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15+/m0/s1'","'FOBI:030460'",,"'The (+)-enantiomer of catechin and a polyphenolic antioxidant plant metabolite.'","'catechin'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'(+)-catechin'",
http://purl.obolibrary.org/obo/CHEBI_15671,Class,http://purl.obolibrary.org/obo/FOBI_040136	http://purl.obolibrary.org/obo/CHEBI_26849,"''grape (whole, raw)''	''red wine''",,,,,"'HMDB00956'","'C00898 | D00103'","'444305'","'FEWJPZIEWOKRBE-JCYAYHJZSA-N'","'InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)/t1-,2-/m1/s1'","'FOBI:030630'",,,"'tartaric acid'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'L-tartaric acid'",
http://purl.obolibrary.org/obo/CHEBI_15674,Class,http://purl.obolibrary.org/obo/CHEBI_26933,,,,,,,,,,,,,"'A tetraric acid that is butanedioic acid substituted by hydroxy groups at positions 2 and 3.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'2,3-dihydroxybutanedioic acid'",
http://purl.obolibrary.org/obo/CHEBI_15705,Class,http://purl.obolibrary.org/obo/CHEBI_33704,,,,,,,,,,,,,"'Any alpha-amino acid having L-configuration at the alpha-carbon.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'L-alpha-amino acid'",
http://purl.obolibrary.org/obo/CHEBI_15724,Class,http://purl.obolibrary.org/obo/FOBI_040162	http://purl.obolibrary.org/obo/CHEBI_134363,"'fish'	''seafood product''",,,,"'1113'","'HMDB00925'","'C01104'","'1145'","'UYPYRKYUKCHHIB-UHFFFAOYSA-N'","'InChI=1S/C3H9NO/c1-4(2,3)5/h1-3H3'","'FOBI:030711'",,"'A tertiary amine oxide resulting from the oxidation of the amino group of trimethylamine.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'trimethylamine N-oxide'",
http://purl.obolibrary.org/obo/CHEBI_15727,Class,http://purl.obolibrary.org/obo/FOBI_040073	http://purl.obolibrary.org/obo/CHEBI_46761,"''Red meat''	''Lean meat''",,,,"'388363'","'HMDB00033'","'C00386'","'439224 | 6992100'","'CQOVPNPJLQNMDC-ZETCQYMHSA-N'","'InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1'","'FOBI:030687'",,"'A dipeptide that is the N-(beta-alanyl) derivative of L-histidine.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'carnosine'",
http://purl.obolibrary.org/obo/CHEBI_15734,Class,http://purl.obolibrary.org/obo/CHEBI_30879,,,,,,,,,,,,,"'A primary alcohol is a compound in which a hydroxy group, -OH, is attached to a saturated carbon atom which has either three hydrogen atoms attached to it or only one other carbon atom and two hydrogen atoms attached to it.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'primary alcohol'",
http://purl.obolibrary.org/obo/CHEBI_15761,Class,http://purl.obolibrary.org/obo/FOBI_040154	http://purl.obolibrary.org/obo/CHEBI_25340,"''coffee based beverage product''	''legume food product''",,,,"'11374613 | 11570712 | 14351918 | 14363886'",,"'C02724'","'13597'","'PQBAWAQIRZIWIV-UHFFFAOYSA-N'","'InChI=1S/C6H8N/c1-7-5-3-2-4-6-7/h2-6H,1H3/q+1'","'FOBI:030713'",,,,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'N-methylpyridinium'",
http://purl.obolibrary.org/obo/CHEBI_15864,Class,http://purl.obolibrary.org/obo/CHEBI_38684	http://purl.obolibrary.org/obo/FOBI_040088	http://purl.obolibrary.org/obo/CHEBI_27741,"''nut (whole or part)''	''legume food product''	''vegetable food product''	''cacao food product''	''tea based beverage product''	''coffee based beverage product''	''red wine''	''plant fruit food product''	''Whole grain cereal products''	''olive oil''",,,,"'4444102'","'HMDB05800'","'C01514'","'5280445'","'IQPNAANSBPBGFQ-UHFFFAOYSA-N'","'InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H'","'FOBI:030555'",,"'A tetrahydroxyflavone in which the four hydroxy groups are located at positions 3', 4' 5 and 7. It is thought to play an important role in the human body as an antioxidant, a free radical scavenger, an inflammatory agent and an immune system modulator as well as being active against several cancers.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'luteolin'",
http://purl.obolibrary.org/obo/CHEBI_15891,Class,http://purl.obolibrary.org/obo/CHEBI_37793	http://purl.obolibrary.org/obo/FOBI_040165,"''Lean meat''	''Red meat''",,,,"'10675782 | 1091'","'HMDB00251'","'C00245 | D00047'","'1123 | 4068592'","'XOAAWQZATWQOTB-UHFFFAOYSA-N'","'InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)'","'FOBI:030709'",,"'An amino sulfonic acid that is the 2-amino derivative of ethanesulfonic acid. It is a naturally occurring amino acid derived from  methionine and cysteine metabolism. An abundant component of fish- and meat-based foods, it has been used as an oral supplement in the treatment of disorders such as cystic fibrosis and hypertension.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'taurine'",
http://purl.obolibrary.org/obo/CHEBI_15904,Class,http://purl.obolibrary.org/obo/CHEBI_35366,,,,,,,,,,,,,"'A fatty acid with a chain length ranging from C13 to C22.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'long-chain fatty acid'",
http://purl.obolibrary.org/obo/CHEBI_15948,Class,http://purl.obolibrary.org/obo/FOBI_040172	http://purl.obolibrary.org/obo/CHEBI_35162,"''vegetable food product''	''plant fruit food product''",,,,"'394156'","'HMDB03000'","'C05432'","'446925'","'OAIJSZIZWZSQBC-GYZMGTAESA-N'","'InChI=1S/C40H56/c1-33(2)19-13-23-37(7)27-17-31-39(9)29-15-25-35(5)21-11-12-22-36(6)26-16-30-40(10)32-18-28-38(8)24-14-20-34(3)4/h11-12,15-22,25-32H,13-14,23-24H2,1-10H3/b12-11+,25-15+,26-16+,31-17+,32-18+,35-21+,36-22+,37-27+,38-28+,39-29+,40-30+'","'FOBI:030748'",,"'An acyclic carotene commonly obtained from tomatoes and other red fruits.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'lycopene'",
http://purl.obolibrary.org/obo/CHEBI_15964,Class,http://purl.obolibrary.org/obo/CHEBI_35719	http://purl.obolibrary.org/obo/FOBI_040083,"''soft drink (dietetic)''",,,,"'15484224'",,"'C02824 | D02442'","'7533'","'HCAJEUSONLESMK-UHFFFAOYSA-N'","'InChI=1S/C6H13NO3S/c8-11(9,10)7-6-4-2-1-3-5-6/h6-7H,1-5H2,(H,8,9,10)'","'FOBI:030625'",,"'A member of the class of sulfamic acids that is sulfamic acid  carrying an N-cyclohexyl substituent.'","'cyclamate'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'cyclohexylsulfamic acid'",
http://purl.obolibrary.org/obo/CHEBI_16112,Class,http://purl.obolibrary.org/obo/CHEBI_26848	http://purl.obolibrary.org/obo/FOBI_040206	http://purl.obolibrary.org/obo/CHEBI_36087,"''coffee based beverage product''	''tea based beverage product''	''plant fruit food product''	''vegetable food product''",,,,"'1405788'","'HMDB03164'","'C00852'","'1794427'","'CWVRJTMFETXNAD-JUHZACGLSA-N'","'InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14-,16+/m1/s1'","'FOBI:030397'",,"'A cinnamate ester obtained by formal condensation of the carboxy group of trans-caffeic acid with the 3-hydroxy group of quinic acid. It is an intermediate metabolite in the biosynthesis of lignin.'","'3-caffeoylquinic acid'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'chlorogenic acid'",
http://purl.obolibrary.org/obo/CHEBI_16164,Class,http://purl.obolibrary.org/obo/CHEBI_22707	http://purl.obolibrary.org/obo/FOBI_040196,"''olive oil''	''plant fruit food product''	''coffee based beverage product''	''cacao food product''	''tea based beverage product''	''vegetable food product''	''Whole grain cereal products''	''red wine''	''nut (whole or part)''	''legume food product''",,,,"'13760300 | 13835557'",,"'C01108'","'1057'","'WQGWDDDVZFFDIG-UHFFFAOYSA-N'","'InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H'","'FOBI:030432'",,"'A  benzenetriol carrying hydroxy groups at positions 1, 2 and 3.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'pyrogallol'",
http://purl.obolibrary.org/obo/CHEBI_16180,Class,http://purl.obolibrary.org/obo/CHEBI_24373	http://purl.obolibrary.org/obo/CHEBI_51569	http://purl.obolibrary.org/obo/CHEBI_140325,,,,,,,,,,,,,"'An N-acyl-amino acid in which amino acid specified is glycine.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'N-acylglycine'",
http://purl.obolibrary.org/obo/CHEBI_16196,Class,http://purl.obolibrary.org/obo/FOBI_040145	http://purl.obolibrary.org/obo/CHEBI_36021,"''olive oil''",,,,,"'HMDB00207 | HMDB00573'","'C00712'","'445639'","'ZQPPMHVWECSIRJ-KTKRTIGZSA-N'","'InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-'","'FOBI:030741'",,"'An octadec-9-enoic acid in which the double bond at C-9 has Z (cis) stereochemistry.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'oleic acid'",
http://purl.obolibrary.org/obo/CHEBI_16207,Class,http://purl.obolibrary.org/obo/CHEBI_24673	http://purl.obolibrary.org/obo/FOBI_040209,"''tea based beverage product''	''cacao food product''	''coffee based beverage product''	''red wine''	''Whole grain cereal products''	''vegetable food product''	''legume food product''	''nut (whole or part)''	''plant fruit food product''	''olive oil''",,,,,,"'C03067'","'101'","'IAVREABSGIHHMO-UHFFFAOYSA-N'","'InChI=1S/C7H6O2/c8-5-6-2-1-3-7(9)4-6/h1-5,9H'","'FOBI:030453'",,"'A hydroxybenzaldehyde carrying a hydroxy substituent at position 3.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'3-hydroxybenzaldehyde'",
http://purl.obolibrary.org/obo/CHEBI_16243,Class,http://purl.obolibrary.org/obo/CHEBI_25883	http://purl.obolibrary.org/obo/FOBI_040144	http://purl.obolibrary.org/obo/CHEBI_52267,"''red wine''	''plant fruit food product''	''legume food product''	''nut (whole or part)''	''vegetable food product''	''cacao food product''	''tea based beverage product''	''olive oil''	''coffee based beverage product''	''Whole grain cereal products''",,,,"'15139441 | 4444051'","'HMDB05794'","'C00389'","'5280343'","'REFJWTPEDVJJIY-UHFFFAOYSA-N'","'InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H'","'FOBI:030558'",,"'A pentahydroxyflavone having the five hydroxy groups placed at the 3-, 3'-, 4'-, 5- and 7-positions. It is one of the most abundant flavonoids in edible vegetables, fruit and wine.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'quercetin'",
http://purl.obolibrary.org/obo/CHEBI_16285,Class,http://purl.obolibrary.org/obo/CHEBI_62499	http://purl.obolibrary.org/obo/CHEBI_39417	http://purl.obolibrary.org/obo/CHEBI_15904	http://purl.obolibrary.org/obo/FOBI_040157,"''dairy food product''	''Red meat''",,,,"'25001'","'HMDB00801'","'C01607'","'26840'","'RLCKHJSFHOZMDR-UHFFFAOYSA-N'","'InChI=1S/C20H40O2/c1-16(2)9-6-10-17(3)11-7-12-18(4)13-8-14-19(5)15-20(21)22/h16-19H,6-15H2,1-5H3,(H,21,22)'","'FOBI:08823'",,"'A branched-chain saturated fatty acid consisting of hexadecanoic acid carrying methyl substituents at positions 3, 7, 11 and 15.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'phytanic acid'",
http://purl.obolibrary.org/obo/CHEBI_16366,Class,http://purl.obolibrary.org/obo/CHEBI_25697	http://purl.obolibrary.org/obo/CHEBI_47916,,,,,,,,,,,,,"'Any organic cation that is an aglycon of anthocyanin cation; they are oxygenated derivatives of flavylium (2-phenylchromenylium).'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'anthocyanidin cation'",
http://purl.obolibrary.org/obo/CHEBI_16384,Class,http://purl.obolibrary.org/obo/CHEBI_36123	http://purl.obolibrary.org/obo/FOBI_040206	http://purl.obolibrary.org/obo/CHEBI_36087,"''tea based beverage product''	''coffee based beverage product''	''plant fruit food product''	''vegetable food product''",,,,"'4444237'",,"'C17147'","'5280633'","'CWVRJTMFETXNAD-NXLLHMKUSA-N'","'InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14+,16-/m1/s1'","'FOBI:030399'",,"'A cinnamate ester obtained by formal condensation of the carboxy group of trans-caffeic acid with the 5-hydroxy group of quinic acid.'","'5-caffeoylquinic acid'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'trans-5-O-caffeoyl-D-quinic acid'",
http://purl.obolibrary.org/obo/CHEBI_16385,Class,http://purl.obolibrary.org/obo/CHEBI_33261	http://purl.obolibrary.org/obo/CHEBI_26822,,,,,,,,,,,,,"'Compounds having the structure RSR (R =/= H). Such compounds were once called thioethers.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'organic sulfide'",
http://purl.obolibrary.org/obo/CHEBI_16411,Class,http://purl.obolibrary.org/obo/CHEBI_25384	http://purl.obolibrary.org/obo/FOBI_040135	http://purl.obolibrary.org/obo/CHEBI_24803,"''legume food product''	''egg food product''	''meat food product''	''nut (whole or part)''	''soybean (whole)''	''Whole grain cereal products''	''dairy food product''",,,,"'780'","'HMDB00197'","'C00954'","'802'","'SEOVTRFCIGRIMH-UHFFFAOYSA-N'","'InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)'","'FOBI:030704'",,"'A monocarboxylic acid that is acetic acid in which one of the methyl hydrogens has been replaced by a 1H-indol-3-yl group.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'indole-3-acetic acid'",
http://purl.obolibrary.org/obo/CHEBI_16603,Class,http://purl.obolibrary.org/obo/CHEBI_46969	http://purl.obolibrary.org/obo/CHEBI_23445	http://purl.obolibrary.org/obo/CHEBI_22798	http://purl.obolibrary.org/obo/FOBI_040180,"''Whole grain cereal products''",,,,"'9307589'",,"'C04831'","'11132470'","'WTGXAWKVZMQEDA-XGHDNVSXSA-N'","'InChI=1S/C15H19NO10/c1-23-6-2-3-7-8(4-6)24-15(13(21)16(7)22)26-14-12(20)11(19)10(18)9(5-17)25-14/h2-4,9-12,14-15,17-20,22H,5H2,1H3/t9-,10-,11+,12-,14+,15?/m1/s1'","'FOBI:030737'",,"'A cyclic hydroxamic acid that is  DIMBOA attached to a beta-D-glucopyranosyl residue at position 2 via a glycosidic linkage.'","'2-β-d-glucopyranosyloxy-4-hydroxy-7-methoxy-1,4-benzoxazin-3-one'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'DIMBOA glucoside'",
http://purl.obolibrary.org/obo/CHEBI_16646,Class,http://purl.obolibrary.org/obo/CHEBI_78616,,,,,,,,,,,,,"'Any member of the class of organooxygen compounds that is a polyhydroxy-aldehyde or -ketone or a lactol resulting from their intramolecular condensation (monosaccharides); substances derived from these by reduction of the carbonyl group (alditols), by oxidation of one or more hydroxy groups to afford the corresponding aldehydes, ketones, or carboxylic acids, or by replacement of one or more hydroxy group(s) by a hydrogen atom; and polymeric products arising by intermolecular acetal formation between two or more such molecules (disaccharides, polysaccharides and oligosaccharides). Carbohydrates contain only carbon, hydrogen and oxygen atoms; prior to any oxidation or reduction, most have the empirical formula Cm(H2O)n. Compounds obtained from carbohydrates by substitution, etc., are known as carbohydrate derivatives and may contain other elements. Cyclitols are generally not regarded as carbohydrates.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'carbohydrate'",
http://purl.obolibrary.org/obo/CHEBI_16670,Class,http://purl.obolibrary.org/obo/CHEBI_50047	http://purl.obolibrary.org/obo/CHEBI_37622,,,,,,,,,,,,,"'Amide derived from two or more amino carboxylic acid molecules (the same or different) by formation of a covalent bond from the carbonyl carbon of one to the nitrogen atom of another with formal loss of water. The term is usually applied to structures formed from alpha-amino acids, but it includes those derived from any amino carboxylic acid. X = OH, OR, NH2, NHR, etc.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'peptide'",
http://purl.obolibrary.org/obo/CHEBI_16737,Class,http://purl.obolibrary.org/obo/CHEBI_55370	http://purl.obolibrary.org/obo/FOBI_040176	http://purl.obolibrary.org/obo/CHEBI_24995,"''Lean meat''	''Red meat''",,,,"'13325157 | 568'","'HMDB00562'","'C00791 | D03600'","'588'","'DDRJAANPRJIHGJ-UHFFFAOYSA-N'","'InChI=1S/C4H7N3O/c1-7-2-3(8)6-4(7)5/h2H2,1H3,(H2,5,6,8)'","'FOBI:030708'",,"'A lactam obtained by formal cyclocondensation of creatine. It is a metabolite of creatine.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'creatinine'",
http://purl.obolibrary.org/obo/CHEBI_16828,Class,http://purl.obolibrary.org/obo/CHEBI_27897	http://purl.obolibrary.org/obo/FOBI_040078	http://purl.obolibrary.org/obo/CHEBI_83813	http://purl.obolibrary.org/obo/CHEBI_73690	http://purl.obolibrary.org/obo/CHEBI_15705,"''dairy food product''	''meat food product''	''Whole grain cereal products''	''nut (whole or part)''	''soybean (whole)''	''egg food product''	''legume food product''",,,,,"'HMDB00929'","'C00078 | D00020'","'6305 | 6923516'","'QIVBCDIJIAJPQS-VIFPVBQESA-N'","'InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1'","'FOBI:030701'",,"'The L-enantiomer of tryptophan.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'L-tryptophan'",
